Id,Y,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36
3689,1,1,1,117961,290919,1,0,-1,1,1,121979,-1,3.987721618352391,2,0,1,240983,15.437953449485487,1,117908,117905,2,0,1,1.77,21.73962261750031,0,34923,7,0,1,1.97480477153,2610,118327,2,54.76362271315952,1
3690,1,1,1,117961,290919,1,2,-1,1,1,120663,2,1.5299375490276046,-1,10,1,117906,17.357049143331903,1,117908,117905,2,-1,1,3.54,92.17577547356892,0,6976,1,2,3,0.566504188218,6199,118225,1,52.25211097253334,0
3691,1,1,1,117961,118424,1,1,1,1,1,120677,2,80.02977139771771,0,2,1,300136,47.121474574583274,1,122069,122067,2,2,1,3.54,8.443773839664804,0,34981,1,-1,1,-4.42701855182,15895,118052,1,74.29691356727545,2
3692,1,2,2,119596,118424,1,1,0,1,1,124133,1,43.51729714913603,1,0,1,282594,73.28540919578363,1,120346,120344,-1,0,1,1.77,88.05603482392631,0,17248,2,0,6,1.0,5262,119597,1,47.63317514517833,-1
3693,1,1,1,117961,290919,1,0,1,1,1,124725,2,40.21919520981461,1,0,1,117906,11.896854303378056,1,118322,118321,1,1,1,1.77,85.85480090332972,0,987,1,-1,36,-1.04868047777,5717,118300,1,14.154618526129347,-1
3694,1,1,1,117961,290919,1,2,2,1,1,120551,1,71.07588169714745,1,2,1,240983,36.87295203741044,1,117908,117905,1,1,1,3.54,78.66685853620284,0,80761,6,1,3,-0.38964321719,7525,118225,1,4.046969636298503,-1
3695,1,1,1,117926,117887,1,-1,2,1,1,119569,1,55.80272881013855,0,0,1,288579,61.423143825393076,1,117973,179731,2,1,1,5.31,65.54141214354125,0,20292,1,1,137,1.18765983244,103791,118266,1,81.45225767996945,2
3696,1,1,1,117961,118704,1,0,2,1,1,120054,1,48.51423536969208,1,0,1,132654,91.1025132222334,1,118705,118702,0,2,1,7.08,98.30230898362552,0,23095,1,2,1,-2.88597041292,14758,118225,1,46.013503447883885,-1
3697,1,1,1,117961,118363,1,1,2,1,1,120722,2,14.250605155585683,0,1,1,118362,19.560073319221228,1,124436,124435,-1,0,1,1.77,39.657923873261666,0,33244,1,1,3,4.36297676674,1030,118343,1,82.60721558321126,-1
3698,1,1,1,117961,118612,1,2,0,1,1,149210,-1,89.75302929304397,-1,5,1,217580,15.594096009246016,1,126518,126516,1,0,1,7.08,44.55586167429571,0,80641,6,2,7,0.243893216559,57719,118343,1,7.923910168579285,0
3699,1,1,1,117961,118424,1,2,0,1,1,118631,0,42.60043867913398,-1,0,1,153195,75.89536963989167,1,118425,118422,0,0,1,1.77,5.783923090737286,0,33247,18,-1,12,-4.04891057467,5122,118300,1,83.70554387642434,1
3700,1,1,1,117961,290919,1,1,2,1,1,127522,1,11.252846860057208,1,0,1,117906,33.46920433991342,1,117908,117905,2,2,1,7.08,80.18439725659809,0,56546,4,2,33,0.89400448826,782,118413,1,12.045175910998084,0
3701,1,1,1,117961,118331,1,0,1,1,1,118437,0,8.044749502410042,-1,0,1,311622,6.688162863308222,1,118332,307024,1,0,1,1.77,77.84394911317605,0,14997,9,0,1,1.0,6235,118343,1,24.063097091950258,2
3702,1,1,1,117961,290919,1,1,1,1,1,119984,-1,93.54024555600333,1,0,1,230830,90.98549825660032,1,119951,119949,-1,1,1,1.77,95.12841727059492,0,15709,3,2,3,2.08711989623,17128,118300,1,85.20741572369894,0
3703,1,1,1,117961,118331,1,2,0,1,1,124380,2,4.121370988982531,0,0,1,140976,96.29658474641602,1,118332,307024,1,1,1,1.77,67.26790975444553,0,42084,1,-1,2,1.0,39942,118225,1,97.36043314679385,1
3704,1,1,1,118169,249618,1,1,2,1,1,121716,0,35.46917310206625,-1,0,1,135019,71.20989562020756,1,147124,147122,0,1,1,1.77,33.996379006067926,0,76435,8,1,1,4.06875709512,7020,118170,1,48.78493340590304,0
3705,1,1,1,117961,118363,1,0,0,1,2,118437,2,50.57415674741178,2,0,1,118362,85.54057384487132,1,124436,124435,2,1,1,7.08,91.46817405012472,0,17225,2,-1,1,1.0,70264,118343,1,54.5952400181318,2
3706,1,1,1,117961,119095,1,1,0,1,1,120323,1,61.897518322030685,2,6,1,120324,17.200323200479673,1,122850,122849,1,2,1,5.31,93.55793965398428,0,17307,1,1,5,-1.90889027073,15824,118225,1,57.55812617919894,1
3707,1,2,1,117961,290919,1,2,1,1,3,118684,1,2.2380218411137687,0,2,1,117906,28.493862003652794,1,117908,117905,0,1,1,1.77,50.40727592726378,0,42084,4,-1,1,-0.396000295258,21823,118446,1,85.9706221651135,1
3708,1,1,1,117961,290919,1,-1,1,1,1,120368,1,11.893356792322107,0,0,1,117906,63.0151232721176,1,118786,118784,2,2,1,3.54,9.11303174241972,0,4674,1,-1,96,0.924739415212,51127,118446,1,5.65084540002998,0
3709,1,1,1,91261,118667,1,1,1,1,1,119362,2,72.61200936897166,2,4,1,307210,20.70795084677288,1,119365,119363,1,0,1,1.77,42.55723431652431,0,23920,1,-1,1,-0.401162233274,7858,118026,1,20.869081227866825,1
3710,1,1,1,118315,124487,1,0,0,1,1,118522,2,4.799649652461923,2,0,1,162182,23.347178094379593,1,136702,136701,-1,1,1,3.54,90.07527981542574,0,42030,2,-1,1,2.58610629154,94615,118463,1,91.96267450592315,0
3711,1,1,1,119596,118424,1,0,1,1,1,118292,2,3.966142901159442,-1,0,1,177534,44.69239049955838,1,138139,138137,0,2,1,7.08,43.429363102469274,0,75900,2,-1,4,-0.445606404448,4110,119597,1,69.44142468705401,2
3712,1,1,1,119062,290919,1,1,-1,1,1,119223,2,63.959716701786405,-1,0,1,151426,42.15125121079437,1,118279,118278,2,0,1,1.77,21.3434224425319,0,37336,1,0,6,1.0,50810,119091,1,65.59521593534996,1
3713,0,3,1,117961,308574,1,0,2,1,2,119142,1,56.01460471492425,0,4,1,152298,4.029766662064393,1,118687,118685,-1,-1,1,1.77,70.12576982067714,0,77439,1,0,42,-4.04827626804,27394,118343,1,86.24825523857058,2
3714,1,1,1,117961,290919,1,0,1,1,1,118692,0,81.45143395582491,1,2,1,117906,74.76103369504875,1,117908,117905,2,2,1,1.77,96.32612584976702,0,79030,1,1,29,-1.04027573699,7651,118386,1,71.25285895692424,2
3715,1,1,1,117961,124136,2,2,1,1,1,126137,0,5.69190001662615,2,0,2,148208,64.58473093325281,1,126140,126138,-1,1,1,1.77,0.38034977402477965,0,25304,1,-1,2,1.0,17451,118052,1,71.85955887136842,1
3716,1,1,1,117926,19721,1,0,0,1,1,117920,-1,44.69864866050076,0,0,1,122142,62.14580912140111,1,122143,122142,2,2,1,1.77,65.02393913630031,1,27893,1,1,1,1.0,22356,118266,1,10.446184806797032,2
3717,1,3,1,118079,117887,1,2,1,1,1,117878,2,62.09705628818263,2,5,1,118177,20.19037270448183,1,117888,117885,2,-1,1,1.77,70.03840331219156,0,43876,2,2,13,1.10605565191,56604,118080,3,29.888499697873428,1
3718,1,1,1,117961,6725,1,1,1,1,1,6725,-1,13.732981013048606,2,4,1,136466,72.93980025029312,1,126266,126264,0,0,1,1.77,91.40102324622362,0,25551,9,1,1,-1.08887281233,23280,117969,1,52.928434359189836,-1
3719,1,1,1,91261,249618,1,-1,0,1,1,122392,-1,79.04925505073291,2,1,1,173805,12.201532096704714,1,121145,121143,-1,-1,1,3.54,44.38963711690881,0,25304,1,1,309,-0.508465099417,311198,118026,1,8.413070117352772,2
3720,1,1,1,117961,308574,1,1,1,1,1,128801,-1,76.93168537654424,-1,0,1,279443,2.782706658307843,1,118779,118777,2,1,1,1.77,44.448468946333605,0,116760,4,1,3,1.0,26140,118413,1,33.596359123073974,2
3721,1,1,1,117961,290919,1,-1,-1,1,1,121747,2,90.01039487528773,-1,0,1,117906,28.162029866188966,1,118322,118321,1,-1,1,5.31,54.97512165213615,0,80894,2,0,8,1.0,25276,118343,1,10.580143108700602,1
3722,1,1,1,118990,290919,1,2,-1,1,1,118992,-1,88.60850838483479,-1,36,1,117906,3.385215316318335,1,117908,117905,2,1,1,1.77,58.83993607969512,0,42975,1,-1,22,-0.248903567936,71897,118991,1,84.06346676473933,2
3723,1,1,1,117961,119772,1,2,2,1,1,274241,2,19.96944986256164,0,0,1,166580,9.620307837375586,1,150076,150074,2,-1,1,3.54,97.34380095429617,0,19294,1,-1,9,1.42370282212,20583,118327,1,71.27875677181196,-1
3724,1,1,2,117961,118453,1,0,0,1,1,118746,2,10.160558156855492,0,0,2,130134,62.311107545264164,2,118749,118747,2,1,1,1.77,74.66856155900325,0,76559,2,-1,14,0.051773611012,7411,118386,1,35.75474699241585,2
3725,1,1,1,117961,290919,1,-1,0,1,1,121883,0,62.1929041458351,2,0,1,117906,22.3237856118083,1,117908,117905,-1,1,1,23.01,97.88287292015812,0,75077,1,1,24,1.0,18686,118386,1,29.2060194299429,-1
3726,1,1,1,117961,118331,1,1,2,1,1,118301,-1,55.95941921247076,0,0,1,219829,97.5865631376354,1,119929,119928,-1,-1,1,1.77,41.17343047790175,0,76415,1,1,10,-0.98444356522,52314,118300,2,77.18321188936768,-1
3727,1,1,1,117961,290919,1,0,0,1,1,118352,0,46.43662005455184,0,0,1,117906,20.191313019558677,1,117908,117905,1,2,1,3.54,70.46297140044283,0,103909,3,-1,15,3.98295041169,4698,117962,3,99.81225730841922,-1
3728,1,2,1,117961,290919,1,-1,-1,1,1,120722,2,58.77481733748348,-1,0,1,240983,94.09222192862492,1,118786,118784,1,1,1,14.16,91.80391528127063,0,79126,3,-1,19,-3.00586924486,1397,118300,1,65.98475593724325,1
3729,1,1,1,117961,290919,1,-1,2,1,2,118352,2,36.22106128875806,-1,0,1,117906,34.43703173374084,1,117908,117905,1,2,1,1.77,93.96372117742408,0,37448,2,0,1,1.6924860935,7072,117962,1,17.648944916314623,0
3730,1,2,1,117961,118960,1,1,2,1,1,120722,2,36.34657041429502,2,2,1,118959,90.12780581557097,1,118961,118958,1,2,1,93.81,69.19020408175955,0,73219,2,-1,3,1.0,1409,118300,1,72.86759518154696,1
3731,1,1,1,117961,290919,1,0,0,1,1,118821,-1,87.68095838172279,0,40,1,240983,18.483260398614476,1,118322,118321,0,2,1,1.77,1.3584284870609475,0,32269,2,2,2,1.0,50736,118052,1,37.352844326955356,-1
3732,1,1,1,117961,290919,1,0,2,1,1,118320,-1,47.17182669460076,1,0,1,117906,77.1480079316702,1,117908,117905,1,0,1,1.77,73.66316850420147,0,4674,4,-1,1,1.0,34612,118327,1,86.36918793833395,-1
3733,1,2,1,117961,308574,1,0,2,1,1,118635,0,35.324379524858664,2,0,1,262400,62.225408842922306,1,118687,118685,1,-1,1,1.77,9.614372729904808,0,27355,2,0,4,1.83924692607,36051,118386,1,59.898848611501144,0
3734,1,1,1,117961,290919,1,2,0,1,1,124725,0,67.78791689399831,1,0,1,240983,1.1534861552342957,1,118322,118321,0,0,1,1.77,54.91329965475848,0,74154,1,1,7,-0.615773840131,7520,118343,1,6.027114406430412,2
3735,1,1,1,118095,19721,1,-1,-1,1,1,118008,-1,67.97088870750511,-1,0,1,128628,93.87411562507287,1,117900,117899,-1,2,1,1.77,60.797830292968534,0,14353,3,0,1,6.92142482412,20604,118096,1,96.94109959763615,-1
3736,1,2,1,117890,19721,2,1,0,1,2,117878,2,84.06623339229087,0,2,1,117879,53.418956041492905,1,117880,117879,0,0,1,1.77,90.59789470720048,0,20270,1,2,3,0.928147059001,6035,117891,1,26.863230435851182,1
3737,1,1,1,118290,118474,1,-1,-1,1,1,119136,0,80.63241027258869,0,0,1,155541,50.88690116457391,1,120058,120056,-1,-1,2,1.77,36.5570611708014,0,74462,1,2,4,1.0,25724,118291,1,70.85515452323806,-1
3738,1,2,1,118953,19721,1,2,-1,1,1,117920,1,7.686733076610464,1,1,1,131694,13.402261082045076,1,118570,118568,1,1,1,7.08,72.05238855207642,0,37733,4,0,1,3.64941529171,50538,118954,1,31.422804901265987,-1
3739,1,1,1,117961,118424,1,-1,2,1,1,120356,2,11.734890317374225,1,0,1,310997,39.940564942859645,1,120359,120357,1,0,1,1.77,62.63366585964292,0,278392,13,1,2,1.0,13799,118052,2,80.99897915356297,-1
3740,1,1,1,118079,19721,1,-1,1,1,1,117878,2,73.80089072535692,2,0,1,120319,78.21608274443848,1,117880,117879,1,0,1,1.77,3.8291851994154746,0,60781,1,0,6,1.0,118151,118080,1,75.2879548197413,2
3741,1,1,1,118219,19721,1,0,-1,1,1,117920,0,24.176894297426664,1,6,1,305057,97.90861124231412,1,118570,118568,1,2,1,35.4,36.050924652637775,0,80693,5,2,1,-1.01579642414,90707,118220,1,21.39902015681816,1
3742,1,1,1,117961,118667,1,0,-1,1,1,118684,0,31.23075443709622,2,0,1,235721,39.81579198881913,1,127110,127108,-1,0,1,1.77,10.551748624012536,0,14936,1,0,1,-0.760866663188,5739,118446,1,59.53474451034233,-1
3743,1,1,1,117961,118363,1,1,1,1,1,118437,1,17.754852454991934,0,0,1,249872,26.747992636154194,1,118364,118361,0,-1,1,1.77,1.9651705258931451,0,17248,3,2,10,-0.79247724739,70264,118343,1,15.800228734540756,1
3744,1,1,1,117961,308574,1,2,1,1,1,123003,-1,87.42856341128305,-1,0,1,279443,94.28327771352451,1,118779,118777,1,0,1,3.54,4.757066843360002,0,80688,1,2,63,1.0,15982,118413,1,34.87857460815648,1
3745,0,1,1,117961,19793,1,-1,1,1,1,120574,-1,62.68919326916592,1,0,1,177707,33.97830540408646,1,118676,118674,1,-1,1,1.77,74.57147828925106,0,20896,2,2,1,2.00274610388,29575,117969,1,65.81567580927059,1
3746,1,1,1,117961,290919,1,-1,1,1,1,118933,0,80.42219429646045,1,1,1,147114,46.83247492937426,1,118786,118784,0,-1,1,24.78,0.5893875082348621,0,5892,7,1,1,1.0,74746,118327,1,36.98952595229098,0
3747,1,1,1,118084,19721,1,-1,2,1,1,117941,1,43.534680560416305,0,0,3,117886,16.706347069985927,1,117880,117879,2,0,1,7.08,58.49896279080754,0,14353,1,-1,1,-0.00838805493536,26172,118085,1,48.31825590061115,2
3748,1,1,1,117961,155173,1,1,-1,1,1,123766,-1,62.07755314802981,0,0,1,162861,49.956922646251776,1,162862,162860,2,0,1,1.77,44.179336369354886,0,16800,1,0,1,-2.21787386995,117887,117969,1,40.96449942882974,0
3749,1,1,1,118256,292795,1,2,0,1,1,118623,-1,68.85996531894773,1,0,1,128108,97.6339990088873,1,126685,126684,-1,1,1,1.77,14.507836304392473,0,41313,1,1,5,-1.8273338541,15478,118257,1,90.565130067517,0
3750,1,1,1,118887,290919,1,1,-1,1,1,123719,-1,34.92584650194189,2,2,1,117906,10.909350532729933,1,118322,118321,1,2,1,1.77,3.9161438906511803,0,2823,1,0,1,-0.874997807854,814,118888,1,23.267663172816057,-1
3751,1,1,1,117961,118424,1,1,-1,1,1,121108,0,72.4066788258806,0,0,1,267189,82.7889719769367,1,120346,120344,1,1,1,1.77,80.54428761063673,0,75900,1,0,4,1.0,5053,118300,2,12.702875324522878,1
3752,1,1,1,117961,308574,1,-1,0,1,1,118437,2,82.91804031241502,1,0,1,139689,54.73466763114349,1,118687,118685,-1,2,1,3.54,47.02474714733518,0,3852,2,0,3,-0.730953323113,1409,118300,1,41.44777704168445,1
3753,1,1,1,117961,118398,1,1,-1,1,1,120535,0,75.58834905692638,0,0,1,159051,68.36955603770492,1,120649,120647,0,1,1,1.77,48.52088637507376,0,5111,1,0,1,-2.43753069053,70260,118225,1,15.683942692447095,0
3754,1,1,1,119062,118474,1,1,1,1,1,123125,1,65.80300162218927,0,0,1,300136,23.794133667840523,1,118475,134095,0,2,1,1.77,90.19284038786661,0,5172,1,-1,1,1.0,55119,119091,1,55.0989214192773,-1
3755,1,1,1,119134,118398,1,-1,1,1,1,146387,0,9.908962111189856,-1,0,1,233714,97.69666491447657,1,118399,118396,1,-1,1,1.77,33.17749183708104,0,80601,1,2,1,-3.80448305907,2126,119135,1,31.646941716831456,-1
3756,1,2,1,117961,19793,1,1,2,1,1,118810,-1,9.751217317334982,2,0,1,123679,51.02319940877189,1,118676,118674,-1,1,1,1.77,75.49464978268267,0,79091,2,0,1,0.346917499637,31093,118343,1,71.73510122989809,1
3757,1,1,1,117926,19721,1,0,-1,1,1,117941,-1,90.77315157933205,1,0,1,117886,15.037923781157204,1,117880,117879,-1,0,1,1.77,95.73648483890864,0,390,2,0,923,1.0,27461,118124,1,40.70339310512573,1
3758,1,1,1,117961,118638,1,0,-1,1,1,118053,0,79.30301015198799,0,0,1,121809,85.64053312278982,1,118639,118636,-1,2,1,3.54,88.51833460649082,0,40236,1,0,10220,2.63289711291,15904,118052,1,9.60610925451415,0
3759,1,1,1,117961,118205,1,-1,-1,2,1,118437,-1,42.91662084493183,-1,0,1,168365,43.51915452614856,1,119964,119962,0,1,1,56.64,13.09477292588701,0,35683,1,2,2,-1.91686745509,1450,118300,1,16.948079395008786,2
3760,1,1,1,117961,290919,1,2,2,1,1,120318,0,7.483736396538809,-1,0,1,120690,79.24944881192108,1,120692,120690,1,1,1,5.31,32.889121155798975,0,16190,3,-1,1,-1.49537931369,25263,118327,1,31.2363297626286,1
3761,1,1,1,117961,118453,1,2,1,1,1,120722,-1,70.82512926279941,1,1,1,130134,15.17399524164712,1,118454,118451,-1,2,1,1.77,59.50131578175011,0,34582,2,0,6,2.28312002257,770,118300,1,29.353575247938856,-1
3762,1,1,1,117961,290919,1,0,2,1,1,119181,-1,53.854028424630904,2,2,1,117906,49.07397952346335,1,118322,118321,1,-1,1,1.77,97.61164604260776,0,36568,1,0,1,0.454685520681,724,118300,1,29.25664116735951,0
3763,1,1,1,117961,290919,1,1,1,1,1,119987,0,6.14413479358128,0,0,1,118785,92.78020108447504,1,118786,118784,-1,0,1,35.4,37.35153989024636,0,6959,1,0,1,-2.95552704216,3883,118343,1,72.12908575075794,-1
3764,1,1,1,117961,290919,1,-1,0,2,1,118352,0,95.23068393590353,-1,0,1,117906,22.144651617765,1,118322,118321,1,1,1,1.77,82.53557329691412,0,84051,2,1,826,-2.30675885228,671,117962,1,82.05673114538867,2
3765,1,1,1,91261,290919,1,0,0,1,1,119507,-1,54.387169166826666,-1,0,1,117906,54.84184619928833,1,118322,118321,1,1,2,1.77,56.70599122710125,0,38477,1,-1,21,1.0,94240,118026,1,5.382313354196677,-1
3766,1,1,1,117961,290919,1,-1,1,1,1,118403,0,0.7214116305096496,2,0,1,117906,74.02197389949437,1,118322,118321,0,1,1,1.77,37.20346752337369,0,25992,1,1,2,2.35380979564,7253,118225,1,45.466066182117245,-1
3767,1,1,1,118582,19721,1,1,0,1,1,117895,-1,10.706274729507491,0,1,1,117899,88.48314076126827,1,117900,117899,2,2,1,5.31,44.7702899944646,0,41409,1,2,1,1.0,31436,120216,1,34.20536467438795,1
3768,1,1,1,117961,119784,1,-1,1,1,1,122392,2,49.19007871305929,-1,10,1,209981,93.4913808340321,1,130481,130479,0,2,1,1.77,81.39668861107887,0,75077,1,2,3,-4.6565248054,15422,118052,1,27.119817995096852,2
3769,1,1,1,117961,118870,1,0,2,1,1,119019,2,59.13377559135527,-1,0,2,235741,12.663945763672512,1,125753,125751,1,1,2,5.31,83.68933722806014,0,32269,1,2,6,-1.24714212513,12543,118300,1,96.43276943800855,2
3770,1,1,1,117961,290919,1,2,1,1,1,119830,0,48.8427483753894,2,21,1,117906,77.13220306014315,1,118786,118784,-1,2,1,1.77,67.70141834894264,0,44811,1,1,5,2.79085288543,6217,118327,1,91.83765889375904,0
3771,1,1,1,117961,290919,1,2,0,1,1,119968,2,43.47763920900904,2,3,1,240983,58.730571832846344,1,118322,118321,0,1,1,10.62,20.662542909038738,0,40890,2,-1,7,-0.471252856924,51138,118413,1,53.568007592147815,1
3772,1,1,1,117961,290919,2,1,-1,1,1,19772,2,94.32136927711545,-1,3,1,117906,53.72721329384221,1,118322,118321,-1,-1,1,1.77,58.683641575706815,0,6976,1,0,1,1.0,15779,118300,1,19.59563861897349,1
3773,1,1,1,117961,290919,1,2,2,1,1,120050,1,41.583052529674134,0,0,1,117906,89.98545137903221,1,118322,118321,1,-1,1,7.08,41.25425120686711,0,40266,1,1,9,1.0,4549,118225,1,54.6820560709626,0
3774,1,1,1,117961,290919,1,2,-1,1,1,118403,2,27.342891141199534,-1,9,1,117906,14.752814874334996,1,118786,118784,2,1,1,3.54,46.87966074746844,0,75833,8,2,6,2.41357878983,1331,118225,1,47.52275526065367,-1
3775,1,1,1,117961,118453,1,1,-1,1,1,277693,2,52.97085571214972,2,1,1,130134,83.53414411676006,1,118454,118451,0,1,1,3.54,86.03398983145159,0,83107,1,0,1,-3.10729587065,2270,118413,1,96.50504978533971,0
3776,1,1,1,117961,290919,2,1,1,1,1,120096,1,82.45526633579598,-1,0,1,117906,97.81794440250304,2,117908,117905,-1,-1,1,1.77,18.051811428050712,0,15805,40,-1,504,-3.0184736779,3868,118052,1,88.0836346740103,1
3777,1,1,1,117961,290919,1,-1,1,2,1,120663,1,11.074567536285308,1,0,1,117906,71.36169000838692,1,118322,118321,1,0,1,1.77,29.061414457329537,0,35065,4,-1,160,-0.383501162359,4659,118225,2,49.085650736109685,1
3778,1,1,1,117961,290919,1,2,1,1,1,121747,1,99.95357204159589,-1,2,1,117906,98.24549780426983,1,117908,117905,1,2,1,3.54,40.68794129411811,0,28440,1,1,10,-5.36169624501,3332,118343,1,12.329622094668036,1
3779,1,2,1,117961,117887,1,1,-1,1,1,148450,2,94.77596030748839,0,3,1,148451,85.47881858650315,1,118055,118054,2,0,1,1.77,18.94085971575582,0,80108,1,1,1,1.0,17970,119256,1,67.99180101258278,2
3780,1,1,1,118003,19721,1,-1,2,1,1,117878,-1,74.44973956184946,2,0,1,117879,47.006531744660286,1,117880,117879,0,0,1,1.77,37.256784736589665,0,38391,1,0,7,1.04442974909,71961,118004,1,93.1619347814827,1
3781,1,1,1,117961,290919,1,-1,-1,1,1,118352,0,60.31333628911858,0,0,1,117906,21.78160056189231,1,118322,118321,-1,0,1,1.77,62.30523863645594,0,40056,1,2,1,-0.583449208286,19760,117962,1,63.37242007911019,2
3782,1,1,1,118212,308574,1,0,-1,1,1,126955,-1,52.1709582206547,2,1,1,120316,42.675787741020855,1,118687,118685,-1,1,2,28.32,84.97382112142334,0,6976,1,0,1,-3.16464324922,4362,118213,1,66.65119835206812,2
3783,1,1,1,117902,292795,1,0,2,1,1,118623,0,76.32556282650124,2,0,1,280788,95.75718003186951,1,119082,280788,-1,1,1,1.77,89.52944594077809,0,44780,1,1,2,1.0,15575,118041,1,9.524914998513667,-1
3784,1,1,1,117961,292795,1,-1,1,1,1,120943,0,39.32208945376807,-1,0,1,130913,0.6149075836363482,1,126685,126684,-1,-1,1,1.77,16.51914005271271,0,79091,1,2,1,1.9106439782,15417,119256,1,72.4709602485054,1
3785,1,1,1,117961,290919,1,1,2,1,1,119924,2,33.25696789012925,1,2,1,118448,86.85628770103261,1,118322,118321,-1,1,1,5.31,21.143897301178537,0,16442,1,0,1,-0.585939485972,7495,118225,1,69.60589395410824,2
3786,1,1,1,117961,270488,1,2,-1,1,1,118518,0,98.21665462330922,1,0,1,146705,61.132646542054935,1,120099,120097,2,-1,1,1.77,55.51787349420525,0,37438,5,2,1,0.868042911743,7807,118327,1,97.18720448701912,-1
3787,1,1,1,117961,290919,1,0,1,1,1,118783,-1,31.283040524645635,2,0,1,117906,3.4108297757841077,1,117908,117905,2,1,1,1.77,38.1105372867325,0,73878,1,2,1,-0.737379780896,8234,118300,1,29.1717084693239,1
3788,1,1,1,117961,290919,1,1,1,1,1,119987,1,85.6339076537918,2,0,1,117906,79.75243146657137,1,117908,117905,0,2,2,1.77,22.861194970661746,0,35325,6,0,9,1.55936076001,7539,118343,1,39.473975456731544,-1
3789,1,1,1,91261,290919,1,-1,2,1,1,118317,2,8.710830156119032,2,0,1,120474,91.7093340249225,1,118786,118784,2,1,1,1.77,44.76005885132619,0,43301,1,-1,4,0.384775486258,22629,118026,1,33.17289048417135,2
3790,1,1,2,117961,290919,2,-1,1,1,1,124725,2,68.63778789010765,-1,0,1,117906,49.01691498594484,1,118786,118784,1,1,1,1.77,18.141814012862767,0,40852,1,2,28,-1.03995270583,7520,118343,1,0.33821111929490666,-1
3791,1,1,1,117961,117887,1,0,0,1,1,19666,-1,87.31500091405438,2,0,1,129597,44.95625773569769,1,118486,118368,1,-1,1,1.77,9.604287790655864,0,1280,3,1,2,0.579317165356,13791,117962,1,18.0526809527325,1
3792,0,1,1,118169,292795,1,-1,-1,1,1,118179,-1,3.049529935104167,-1,0,1,204891,62.79066457744774,1,126685,126684,-1,-1,1,1.77,5.790211345908924,0,968,1,-1,1,2.58543414432,3606,118170,1,66.665044627319,1
3793,1,1,1,117961,290919,1,1,1,1,1,118867,0,66.10179647808464,1,0,1,117906,46.753986015424466,1,117908,117905,1,0,1,1.77,87.41466787642965,0,91016,1,2,5,1.0,7551,118052,1,88.03049589201775,-1
3794,1,1,1,117961,290919,1,0,-1,2,1,122273,1,20.6043503019677,2,0,1,117906,6.019717919250889,1,118322,118321,2,-1,1,1.77,85.0192123015028,0,75833,1,-1,10,-1.14365318319,16757,118225,1,82.03053389564519,1
3795,1,1,1,118717,117887,1,0,1,1,1,117895,1,2.725269671365582,0,0,1,118195,81.85410010474845,1,118196,118194,2,0,3,1.77,85.75615919655286,0,37941,3,1,1,1.0,13122,118718,1,92.36299284450365,0
3796,1,1,1,117961,117887,1,-1,0,1,1,118833,1,61.93616628567076,1,0,1,137362,25.291968707325097,1,118055,118054,1,2,1,14.16,60.12480866224001,0,15063,1,2,1,1.0,4308,118343,1,66.97099354110213,0
3797,1,1,1,91261,118205,1,0,2,1,1,118202,2,34.99813642868767,0,0,1,168365,32.28762694546409,1,119964,119962,2,1,1,5.31,62.8941853047529,0,15364,1,2,1,-0.540308907885,50997,118026,1,40.98287410297965,-1
3798,1,1,1,117961,117887,1,2,0,1,1,118507,2,86.0356221480818,1,1,1,169009,8.165783845657836,1,117973,179731,2,2,1,1.77,88.85838177914434,0,45443,3,2,4586,1.0,1652,118327,3,48.893993868449506,2
3799,1,1,1,117961,290919,1,1,1,1,1,118403,-1,3.992109325833282,0,23,1,117906,94.56894258580235,1,117908,117905,-1,-1,1,3.54,98.62797531252663,0,25695,1,-1,1255,-0.515431490927,239,118225,1,95.34180710795269,-1
3800,1,1,1,117961,118424,1,2,-1,1,1,118911,1,32.262629148667955,2,0,1,257115,34.00739527893669,1,118828,118826,0,-1,1,1.77,75.02010395462834,0,20363,9,-1,1,1.0,4950,118343,1,47.42685398751443,-1
3801,0,1,1,118169,292795,1,2,2,1,1,119262,0,91.23960616985183,-1,0,1,125711,45.29610248584414,1,117948,117946,1,2,1,1.77,90.35802267130737,0,966,3,2,15,-0.77814286485,2855,118170,1,58.54945755375245,0
3802,1,1,1,117961,136398,1,2,1,1,2,164199,0,5.363294264222329,1,0,1,164668,26.86716468241833,1,159118,159116,2,2,1,1.77,49.241574533079856,0,40648,2,1,1,1.0,15413,118300,2,22.681122227435356,-1
3803,1,1,1,117961,118205,2,2,1,1,1,123454,2,65.07614294652534,1,0,1,168365,84.26155943893181,1,119964,119962,-1,0,1,7.08,75.51145570587629,0,86244,1,0,6,-1.53851451182,5509,118386,1,67.10071982702907,-1
3804,1,1,1,117902,290919,1,0,-1,1,2,127168,-1,9.798547782543398,2,0,1,117906,22.978878791947178,1,118322,118321,1,1,1,3.54,94.97988359060126,0,37102,1,2,26,1.10608481038,7229,117903,1,3.6317940446693564,1
3805,1,1,1,118315,290919,1,1,1,1,1,119214,-1,72.2788232652739,1,0,1,121926,49.22541702859699,2,118786,118784,1,1,1,3.54,77.73825576189498,0,41757,1,0,631,-2.03833823509,73825,118463,1,40.38972130155769,2
